sexo,raça,idade,frequenta_escola,frequentou_escola,curso_frequentado,terminou_curso,V4001,V4002,V4003,V4004,condicao_domicilio,num_pessoas_domicilio,bolsa_familia,aux_governo,renda_per_capita,num_serie,evasao
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,909.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,2,Não,Não,600.0,3,0.0
Homem,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,713.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,500.0,3,0.0
Mulher,Preta,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,75.0,3,0.0
Mulher,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,3,Não,Não,1033.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,309.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,500.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,6,Não,Não,282.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,1640.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,285.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,859.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Sim,Não,Não,Não,Alugado,6,Não,Não,652.0,2,1.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Alugado,6,Não,Não,652.0,3,0.0
Mulher,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,413.0,3,0.0
Homem,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Sim,Não,Não,Não,Alugado,6,Não,Não,533.0,1,1.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,733.0,3,0.0
Homem,Preta,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Cedido por familiar,5,Não,Não,405.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,1,Não,Não,2000.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,440.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,1625.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,900.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Cedido por familiar,5,Não,Não,392.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Sim,Não,Próprio de algum morador - já pago,2,Não,Não,709.0,3,0.0
Homem,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,446.0,3,0.0
Mulher,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,1375.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,5,Não,Não,240.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Sim,Alugado,4,Não,Não,275.0,3,0.0
Homem,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,3,Não,Não,156.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Cedido por familiar,5,Não,Não,3486.0,3,0.0
Homem,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,633.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,600.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,6,Não,Não,77.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Cedido por familiar,5,Não,Não,100.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,400.0,3,0.0
Homem,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,1267.0,3,0.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Cedido por empregador,8,Não,Não,619.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,6,Não,Não,550.0,3,0.0
Mulher,Amarela,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,7,Não,Não,697.0,3,0.0
Homem,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,6,Não,Não,960.0,3,0.0
Homem,Branca,16,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,240.0,1,1.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,991.0,3,0.0
Mulher,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,991.0,1,1.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,2333.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Sim,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,528.0,2,1.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Próprio de algum morador - já pago,7,Não,Não,340.0,2,1.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Sim,Não,Não,Não,Alugado,3,Não,Não,712.0,2,1.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,5,Não,Não,1000.0,3,0.0
Mulher,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Alugado,3,Não,Não,867.0,1,1.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - ainda pagando,4,Não,Não,1225.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,8,Não,Não,623.0,3,0.0
Mulher,Amarela,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,1670.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,750.0,3,0.0
Homem,Preta,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,390.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,6,Não,Não,350.0,3,0.0
Mulher,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,4,Não,Não,700.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,750.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,6,Não,Não,223.0,3,0.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,2,Não,Não,1800.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Cedido por familiar,2,Não,Não,750.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,2,Não,Não,1200.0,3,0.0
Mulher,Preta,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,638.0,3,0.0
Mulher,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,967.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Cedido por familiar,4,Não,Não,609.0,3,0.0
Mulher,Parda,15,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Cedido por familiar,4,Não,Não,609.0,2,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,6,Não,Não,600.0,3,0.0
Homem,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Cedido por familiar,2,Não,Não,250.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Cedido por familiar,4,Não,Não,1700.0,3,0.0
Mulher,Preta,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,263.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,1375.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Cedido por familiar,5,Não,Não,106.0,3,0.0
Homem,Parda,15,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,188.0,2,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,9,Não,Não,456.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,6,Não,Não,1156.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,643.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Sim,Não,293.0,3,0.0
Homem,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Cedido por empregador,4,Não,Não,825.0,3,0.0
Mulher,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,600.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,3,Não,Não,1333.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,1318.0,3,0.0
Mulher,Parda,16,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Alugado,3,Não,Não,317.0,1,1.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Alugado,4,Não,Não,988.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,283.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Sim,Não,Próprio de algum morador - já pago,4,Não,Não,1750.0,3,0.0
Homem,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,310.0,3,0.0
Mulher,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,310.0,2,1.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Alugado,3,Não,Não,1110.0,2,1.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Cedido por empregador,2,Não,Não,1250.0,3,0.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Sim,Não,Não,Não,Outra condição,8,Não,Não,266.0,1,1.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,1025.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - ainda pagando,4,Não,Não,2000.0,3,0.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - ainda pagando,4,Não,Não,684.0,3,0.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Cedido por familiar,4,Não,Não,400.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,2,Não,Não,1507.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - ainda pagando,5,Não,Não,11600.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Próprio de algum morador - já pago,7,Não,Não,1100.0,1,1.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,1000.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,3,Não,Não,1000.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,5,Não,Não,850.0,3,0.0
Mulher,Indígena,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Sim,Cedido por empregador,9,Não,Não,744.0,1,1.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,1225.0,3,0.0
Homem,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,6,Não,Não,648.0,3,0.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,9050.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Cedido por empregador,4,Não,Não,750.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Sim,Não,Não,Não,Cedido por empregador,2,Não,Não,1800.0,2,1.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,833.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,6,Não,Não,50.0,3,0.0
Homem,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,6,Não,Não,50.0,3,0.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,375.0,1,1.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,2,Não,Não,550.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,4,Não,Não,469.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,333.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - ainda pagando,5,Não,Não,402.0,3,0.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Alugado,3,Não,Não,1267.0,3,0.0
Homem,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,504.0,3,0.0
Mulher,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Sim,Não,Não,Não,Alugado,8,Não,Não,717.0,2,1.0
Mulher,Parda,16,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Alugado,8,Não,Não,717.0,1,1.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,2,Não,Não,1500.0,3,0.0
Homem,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,675.0,3,0.0
Mulher,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,1672.0,3,0.0
Homem,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Sim,Não,Alugado,2,Não,Não,934.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,3,Não,Não,1500.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,540.0,3,0.0
Homem,Preta,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,347.0,3,0.0
Homem,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Sim,Não,Não,Não,Cedido por empregador,1,Não,Não,1205.0,1,1.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,2,Não,Não,400.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Sim,Não,Próprio de algum morador - já pago,5,Não,Não,640.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,4600.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,867.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,625.0,2,1.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - ainda pagando,5,Não,Não,676.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Sim,Não,Não,Não,Alugado,4,Não,Não,1040.0,1,1.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,3,Não,Não,500.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,1775.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Alugado,5,Não,Não,1096.0,3,0.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,900.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Alugado,5,Não,Não,916.0,3,0.0
Mulher,Preta,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Sim,Não,Próprio de algum morador - já pago,4,Não,Não,800.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,2,Não,Não,850.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,888.0,3,0.0
Homem,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Alugado,5,Não,Não,258.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,3360.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,1500.0,3,0.0
Homem,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Próprio de algum morador - ainda pagando,7,Não,Não,194.0,1,1.0
Mulher,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Sim,Não,Alugado,2,Não,Não,594.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,4,Não,Não,0.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,1360.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,1026.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,4,Não,Não,375.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Cedido por familiar,6,Não,Não,361.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Cedido por familiar,6,Não,Não,493.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,3,Não,Não,650.0,3,0.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,5,Não,Não,247.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,2,Não,Não,1000.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - ainda pagando,3,Não,Não,1533.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Alugado,3,Não,Não,912.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Sim,Alugado,3,Não,Não,2032.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Sim,Não,Não,Não,Alugado,3,Não,Sim,360.0,2,1.0
Homem,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Cedido por empregador,5,Não,Não,1340.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Cedido por familiar,4,Não,Não,225.0,3,0.0
Mulher,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,1400.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,1400.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,7,Não,Não,186.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Cedido por empregador,4,Não,Não,800.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Cedido por empregador,6,Não,Não,1517.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Alugado,6,Não,Não,1009.0,3,1.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,813.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,6,Não,Não,225.0,3,0.0
Homem,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,1750.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,533.0,3,0.0
Homem,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Sim,Não,Próprio de algum morador - já pago,3,Não,Não,1533.0,1,1.0
