"sexo","raça","idade","rede_de_ensino","frequenta_escola","frequentou_escola","curso_frequentado","ultima_serie_frequentada","terminou_curso","V4001","V4002","V4003","V4004","condicao_domicilio","num_pessoas_domicilio","bolsa_familia","aux_governo","renda_per_capita"
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",827
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",6,"Não","Não",572
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",4,"Não","Não",800
"Homem","Preta",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Sim",NA,NA,NA,"Cedido de outra forma",4,"Não","Não",1175
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Alugado",2,"Não","Não",1110
"Homem","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Não","Não",936
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",667
"Mulher","Parda",16,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Não","Próprio de algum morador - já pago",2,"Não","Não",450
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Não","Não",350
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Sim",NA,NA,NA,"Alugado",5,"Não","Não",827
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",4825
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Alugado",3,"Não","Não",979
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Não","Não",930
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau",NA,NA,"Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",875
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",469
"Mulher","Preta",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",667
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",3,"Não","Não",367
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",870
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - ainda pagando",2,"Não","Não",5500
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",57
"Homem","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",500
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",7,"Não","Não",705
"Mulher","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",313
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",5,"Não","Não",627
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",5,"Não","Não",452
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",500
"Homem","Preta",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",625
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",5,"Não","Não",300
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Sim",NA,NA,NA,"Alugado",2,"Não","Não",700
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",175
"Homem","Branca",16,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Sim",NA,NA,NA,"Próprio de algum morador - já pago",3,"Não","Não",733
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - ainda pagando",4,"Não","Não",1500
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - ainda pagando",4,"Não","Não",550
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",2,"Não","Não",1625
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",6,"Não","Não",333
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Não","Não","Não","Não","Não","Cedido por familiar",5,"Não","Não",764
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Outra condição",6,"Não","Não",813
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Não","Outra condição",3,"Não","Não",633
"Mulher","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",3,"Não","Não",1233
"Homem","Preta",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",6,"Não","Não",300
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",300
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",3,"Não","Não",1500
"Mulher","Amarela",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",5,"Não","Não",536
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por familiar",2,"Não","Não",400
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",375
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",900
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Não","Não",1625
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Sim",NA,NA,NA,"Próprio de algum morador - já pago",6,"Não","Não",500
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Não","Não",1675
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",7,"Não","Não",943
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Não","Alugado",2,"Não","Não",1000
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Sim","Não",253
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",750
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",323
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Sim","Não",540
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Não","Não","Não","Não","Cedido por familiar",3,"Não","Não",81
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por familiar",5,"Não","Não",221
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",340
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",6,"Não","Não",556
"Homem","Preta",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",625
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",667
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - ainda pagando",6,"Não","Não",700
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",2,"Não","Não",1000
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",3,"Não","Não",967
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",875
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Sim","Alugado",4,"Não","Não",825
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",9,"Não","Não",290
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",5,"Não","Não",360
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau",NA,NA,"Não","Não","Não","Não","Alugado",3,"Sim","Não",390
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Não","Não",1100
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",240
"Mulher","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",1100
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",487
"Homem","Preta",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",4,"Não","Não",625
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Alugado",2,"Não","Não",1600
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",250
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",5000
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Não","Não",909
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",2,"Não","Não",600
"Homem","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",713
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",500
"Mulher","Preta",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",75
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",3,"Não","Não",1033
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Não","Não",309
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",500
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",6,"Não","Não",282
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",1640
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",285
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Não","Não",859
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Sim",NA,NA,NA,"Alugado",6,"Não","Não",652
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Alugado",6,"Não","Não",652
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",413
"Homem","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Sim",NA,NA,NA,"Alugado",6,"Não","Não",533
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",733
"Homem","Preta",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Cedido por familiar",5,"Não","Não",405
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",1,"Não","Não",2000
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",5,"Não","Não",440
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",1625
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Não","Não",900
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Cedido por familiar",5,"Não","Não",392
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Sim",NA,"Próprio de algum morador - já pago",2,"Não","Não",709
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",3,"Não","Não",446
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",1375
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",5,"Não","Não",240
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Sim","Alugado",4,"Não","Não",275
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",3,"Não","Não",156
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Cedido por familiar",5,"Não","Não",3486
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",633
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",600
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",6,"Não","Não",77
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por familiar",5,"Não","Não",100
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",400
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",1267
"Mulher","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Cedido por empregador",8,"Não","Não",619
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",6,"Não","Não",550
"Mulher","Amarela",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",7,"Não","Não",697
"Homem","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",6,"Não","Não",960
"Homem","Branca",16,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",240
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",991
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",991
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",3,"Não","Não",2333
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Sim",NA,NA,NA,"Próprio de algum morador - já pago",5,"Não","Não",528
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Não","Não","Não","Não","Próprio de algum morador - já pago",7,"Não","Não",340
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Sim",NA,NA,NA,"Alugado",3,"Não","Não",712
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",5,"Não","Não",1000
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Não","Alugado",3,"Não","Não",867
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - ainda pagando",4,"Não","Não",1225
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",8,"Não","Não",623
"Mulher","Amarela",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",1670
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Não","Não",750
"Homem","Preta",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",390
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",6,"Não","Não",350
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",4,"Não","Não",700
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",750
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",6,"Não","Não",223
"Mulher","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",2,"Não","Não",1800
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por familiar",2,"Não","Não",750
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",2,"Não","Não",1200
"Mulher","Preta",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",638
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau",NA,NA,"Não","Não","Não","Não","Próprio de algum morador - já pago",6,"Não","Não",400
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",967
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por familiar",4,"Não","Não",609
"Mulher","Parda",15,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Não","Não","Não","Não","Cedido por familiar",4,"Não","Não",609
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",6,"Não","Não",600
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por familiar",2,"Não","Não",250
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por familiar",4,"Não","Não",1700
"Mulher","Preta",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",5,"Não","Não",263
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",1375
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por familiar",5,"Não","Não",106
"Homem","Parda",15,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",188
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",9,"Não","Não",456
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",6,"Não","Não",1156
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",3,"Não","Não",643
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Sim","Não",293
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Cedido por empregador",4,"Não","Não",825
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",600
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",3,"Não","Não",1333
